Mod:Item:MetaData, Localized Name
extracells:part.base:15, ME Gas Terminal
extracells:part.base:16, ME Gas Storage Bus
extracells:part.base:17, ME Gas Level Emitter
extracells:part.base:18, ME Gas Storage Monitor
extracells:part.base:19, ME Gas Conversion Monitor
extracells:storage.fluid:0, ME 1k Fluid Storage Cell
extracells:storage.fluid:1, ME 4k Fluid Storage Cell
extracells:storage.fluid:2, ME 16k Fluid Storage Cell
extracells:storage.fluid:3, ME 64k Fluid Storage Cell
extracells:storage.fluid:4, ME 256k Fluid Storage Cell
extracells:storage.fluid:5, ME 1024k Fluid Storage Cell
extracells:storage.fluid:6, ME 4096k Fluid Storage Cell
extracells:storage.physical:0, ME 256k Storage Cell
extracells:storage.physical:1, ME 1024k Storage Cell
extracells:storage.physical:2, ME 4096k Storage Cell
extracells:storage.physical:3, ME 16384k Storage Cell
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.gas:0, ME 1k Gas Storage Cell
extracells:storage.gas:1, ME 4k Gas Storage Cell
extracells:storage.gas:2, ME 16k Gas Storage Cell
extracells:storage.gas:3, ME 64k Gas Storage Cell
extracells:storage.gas:4, ME 256k Gas Storage Cell
extracells:storage.gas:5, ME 1024k Gas Storage Cell
extracells:storage.gas:6, ME 4096k Gas Storage Cell
extracells:pattern.fluid:0, ME Fluid Pattern
extracells:pattern.fluid:0, ME Fluid Pattern: Water
extracells:pattern.fluid:0, ME Fluid Pattern: Lava
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Hydrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Chlorine
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sulfur Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sulfur Trioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Hydrogen Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Ethylene
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sodium
extracells:pattern.fluid:0, ME Fluid Pattern: Brine
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Deuterium
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Tritium
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid D-T Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Lithium
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Water
extracells:pattern.fluid:0, ME Fluid Pattern: Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Gold
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lead
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Copper
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Silver
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Dawnstone
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Tin
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Aluminum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Nickel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Bronze
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Electrum
extracells:pattern.fluid:0, ME Fluid Pattern: Alchemical Slurry
extracells:pattern.fluid:0, ME Fluid Pattern: Creosote Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Liquifacted Coal
extracells:pattern.fluid:0, ME Fluid Pattern: Crude Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Naphtha
extracells:pattern.fluid:0, ME Fluid Pattern: Refined Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Sap
extracells:pattern.fluid:0, ME Fluid Pattern: Syrup
extracells:pattern.fluid:0, ME Fluid Pattern: Resin
extracells:pattern.fluid:0, ME Fluid Pattern: Tree Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Seed Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Biocrude
extracells:pattern.fluid:0, ME Fluid Pattern: Grassoline
extracells:pattern.fluid:0, ME Fluid Pattern: Mushroom Stew
extracells:pattern.fluid:0, ME Fluid Pattern: Essence of Knowledge
extracells:pattern.fluid:0, ME Fluid Pattern: Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Splash Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Lingering Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Destabilized Redstone
extracells:pattern.fluid:0, ME Fluid Pattern: Energized Glowstone
extracells:pattern.fluid:0, ME Fluid Pattern: Resonant Ender
extracells:pattern.fluid:0, ME Fluid Pattern: Blazing Pyrotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Gelid Cryotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Zephyrean Aerotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Tectonic Petrotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Primal Mana
extracells:pattern.fluid:0, ME Fluid Pattern: Plant Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Ethanol
extracells:pattern.fluid:0, ME Fluid Pattern: Biodiesel
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Concrete
extracells:pattern.fluid:0, ME Fluid Pattern: Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Diesel
extracells:pattern.fluid:0, ME Fluid Pattern: Lubricant
extracells:pattern.fluid:0, ME Fluid Pattern: Gasoline
extracells:pattern.fluid:0, ME Fluid Pattern: Napalm
extracells:pattern.fluid:0, ME Fluid Pattern: Distilled Water
extracells:pattern.fluid:0, ME Fluid Pattern: Essence
extracells:pattern.fluid:0, ME Fluid Pattern: Milk
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Meat
extracells:pattern.fluid:0, ME Fluid Pattern: Latex
extracells:pattern.fluid:0, ME Fluid Pattern: Sewage
extracells:pattern.fluid:0, ME Fluid Pattern: Sludge
extracells:pattern.fluid:0, ME Fluid Pattern: Biofuel
extracells:pattern.fluid:0, ME Fluid Pattern: Pink Slime
extracells:pattern.fluid:0, ME Fluid Pattern: Protein
extracells:pattern.fluid:0, ME Fluid Pattern: Raw Ore Meat
extracells:pattern.fluid:0, ME Fluid Pattern: Fermented Ore Meat
extracells:pattern.fluid:0, ME Fluid Pattern: Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Deuterium
extracells:pattern.fluid:0, ME Fluid Pattern: Tritium
extracells:pattern.fluid:0, ME Fluid Pattern: Helium-3
extracells:pattern.fluid:0, ME Fluid Pattern: Helium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Boron-10
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Boron-11
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lithium-6
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lithium-7
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Ferroboron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Tough Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Hard Carbon
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Beryllium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Zirconium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Manganese Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Sulfur
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Helium
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Nitrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Water
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lead Platinum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Enderium
extracells:pattern.fluid:0, ME Fluid Pattern: Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Pyroligneous Spirit
extracells:pattern.fluid:0, ME Fluid Pattern: RadAway Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Slow-Acting RadAway Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Redstone-Infused Ethanol
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Fluorine
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon Monoxide
extracells:pattern.fluid:0, ME Fluid Pattern: Ethylene
extracells:pattern.fluid:0, ME Fluid Pattern: Fluoromethane
extracells:pattern.fluid:0, ME Fluid Pattern: Ammonia
extracells:pattern.fluid:0, ME Fluid Pattern: Oxygen Difluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Diborane
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfur Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfur Trioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrofluoric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Boric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Boron Nitride Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Fluorite Water
extracells:pattern.fluid:0, ME Fluid Pattern: Calcium Sulfate Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Fluoride Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Potassium Fluoride Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Hydroxide Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Potassium Hydroxide Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Borax Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Irradiated Borax Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Corium
extracells:pattern.fluid:0, ME Fluid Pattern: Crushed Ice
extracells:pattern.fluid:0, ME Fluid Pattern: Slurry Ice
extracells:pattern.fluid:0, ME Fluid Pattern: Chocolate Liquor
extracells:pattern.fluid:0, ME Fluid Pattern: Cocoa Butter
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Unsweetened Chocolate
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Dark Chocolate
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Milk Chocolate
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Sugar
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Gelatin
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrated Gelatin
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Marshmallow
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lithium Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Beryllium Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Sodium Hydroxide
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Potassium Hydroxide
extracells:pattern.fluid:0, ME Fluid Pattern: High Pressure Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Exhaust Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Low Pressure Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Low Quality Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Preheated Water
extracells:pattern.fluid:0, ME Fluid Pattern: Condensate Water
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Sodium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Potassium
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Emergency Coolant
extracells:pattern.fluid:0, ME Fluid Pattern: Heated Emergency Coolant
extracells:pattern.fluid:0, ME Fluid Pattern: Sublimated Arsenic
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Boron Arsenide
extracells:pattern.fluid:0, ME Fluid Pattern: Silicon Carbide Vapor
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Alugentum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Alumina
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Thorium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-233
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-235
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-238
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Neptunium-236
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Neptunium-237
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-238
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-239
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-241
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-242
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Americium-241
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Americium-242
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Americium-243
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Curium-243
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Curium-245
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Curium-246
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Curium-247
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Berkelium-247
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Berkelium-248
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Californium-249
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Californium-250
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Californium-251
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Californium-252
extracells:pattern.fluid:0, ME Fluid Pattern: Molten TBU Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten TBU Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of TBU Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEU-233 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEU-233 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LEU-233 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEU-233 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEU-233 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HEU-233 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEU-235 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEU-235 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LEU-235 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEU-235 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEU-235 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HEU-235 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEN-236 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEN-236 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LEN-236 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEN-236 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEN-236 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HEN-236 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEP-239 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEP-239 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LEP-239 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEP-239 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEP-239 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HEP-239 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEP-241 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEP-241 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LEP-241 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEP-241 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEP-241 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HEP-241 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten MIX-239 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten MF4-239 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of MF4-239 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten MIX-241 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten MF4-241 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of MF4-241 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEA-242 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEA-242 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LEA-242 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEA-242 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEA-242 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HEA-242 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECm-243 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECm-243 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LECm-243 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECm-243 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECm-243 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HECm-243 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECm-245 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECm-245 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LECm-245 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECm-245 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECm-245 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HECm-245 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECm-247 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECm-247 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LECm-247 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECm-247 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECm-247 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HECm-247 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEB-248 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEB-248 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LEB-248 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEB-248 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEB-248 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HEB-248 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECf-249 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECf-249 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LECf-249 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECf-249 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECf-249 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HECf-249 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECf-251 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECf-251 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LECf-251 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECf-251 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECf-251 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HECf-251 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted TBU Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted TBU Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted TBU Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEU-233 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEU-233 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted LEU-233 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEU-233 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEU-233 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted HEU-233 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEU-235 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEU-235 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted LEU-235 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEU-235 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEU-235 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted HEU-235 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEN-236 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEN-236 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted LEN-236 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEN-236 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEN-236 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted HEN-236 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEP-239 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEP-239 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted LEP-239 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEP-239 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEP-239 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted HEP-239 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEP-241 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEP-241 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted LEP-241 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEP-241 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEP-241 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted HEP-241 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted MIX-239 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted MF4-239 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted MF4-239 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted MIX-241 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted MF4-241 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted MF4-241 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEA-242 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEA-242 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted LEA-242 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEA-242 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEA-242 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted HEA-242 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LECm-243 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LECm-243 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted LECm-243 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HECm-243 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HECm-243 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted HECm-243 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LECm-245 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LECm-245 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted LECm-245 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HECm-245 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HECm-245 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted HECm-245 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LECm-247 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LECm-247 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted LECm-247 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HECm-247 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HECm-247 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted HECm-247 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEB-248 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LEB-248 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted LEB-248 Fluoride Fuel
