"OreDict Key","Registry name","Meta/dmg","Display name","NBT"
"blockConcreteRed","chisel:concrete_red",13,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red",14,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red",15,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",0,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",1,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",2,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",3,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",4,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",5,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",6,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",7,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",8,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",9,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",10,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",11,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",12,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",13,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",14,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red1",15,"Red Concrete",""
"blockConcreteRed","chisel:concrete_red2",0,"Red Concrete",""
"blockConcreteWhite","chisel:concrete_white",0,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",1,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",2,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",3,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",4,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",5,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",6,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",7,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",8,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",9,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",10,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",11,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",12,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",13,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",14,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white",15,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",0,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",1,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",2,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",3,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",4,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",5,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",6,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",7,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",8,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",9,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",10,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",11,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",12,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",13,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",14,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white1",15,"White Concrete",""
"blockConcreteWhite","chisel:concrete_white2",0,"White Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",0,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",1,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",2,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",3,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",4,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",5,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",6,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",7,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",8,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",9,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",10,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",11,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",12,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",13,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",14,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow",15,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",0,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",1,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",2,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",3,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",4,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",5,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",6,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",7,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",8,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",9,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",10,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",11,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",12,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",13,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",14,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow1",15,"Yellow Concrete",""
"blockConcreteYellow","chisel:concrete_yellow2",0,"Yellow Concrete",""
"blockConductiveIron","enderio:block_alloy",4,"Conductive Iron Block",""
"blockConstructionAlloy","enderio:block_alloy",9,"Iron Alloy Block",""
"blockCopper","chisel:blockcopper",0,"Block of Copper",""
"blockCopper","chisel:blockcopper",1,"Block of Copper",""
"blockCopper","chisel:blockcopper",2,"Block of Copper",""
"blockCopper","chisel:blockcopper",3,"Block of Copper",""
"blockCopper","chisel:blockcopper",4,"Block of Copper",""
"blockCopper","chisel:blockcopper",5,"Block of Copper",""
"blockCopper","chisel:blockcopper",6,"Block of Copper",""
"blockCopper","magneticraft:storage_blocks",0,"Copper Block",""
"blockCopper","mekanism:basicblock",12,"Copper Block",""
"blockCopper","nuclearcraft:ingot_block",0,"Copper Block",""
"blockCopper","techreborn:storage2",8,"Block of Copper",""
"blockCrudeSteel","enderio:block_alloy_endergy",0,"Crude Steel Block",""
"blockCrystallineAlloy","enderio:block_alloy_endergy",1,"Crystalline Alloy Block",""
"blockCrystallinePinkSlime","enderio:block_alloy_endergy",4,"Crystalline Pink Slime Block",""
"blockCurium246","nuclearcraft:fertile_isotope",4,"Curium-246 Block",""
"blockDarkSteel","enderio:block_alloy",6,"Dark Steel Block",""
"blockDawnstone","embers:block_dawnstone",0,"Dawnstone Block",""
"blockDiamond","chisel:diamond",0,"Block of Diamond",""
"blockDiamond","chisel:diamond",1,"Block of Diamond",""
"blockDiamond","chisel:diamond",2,"Block of Diamond",""
"blockDiamond","chisel:diamond",3,"Block of Diamond",""
"blockDiamond","chisel:diamond",4,"Block of Diamond",""
"blockDiamond","chisel:diamond",5,"Block of Diamond",""
"blockDiamond","chisel:diamond",6,"Block of Diamond",""
"blockDiamond","chisel:diamond",7,"Block of Diamond",""
"blockDiamond","chisel:diamond",8,"Block of Diamond",""
"blockDiamond","chisel:diamond",9,"Block of Diamond",""
"blockDiamond","chisel:diamond",10,"Block of Diamond",""
"blockDiamond","chisel:diamond",11,"Block of Diamond",""
"blockDiamond","minecraft:diamond_block",0,"Block of Diamond",""
"blockElectricalSteel","enderio:block_alloy",0,"Electrical Steel Block",""
"blockElectrotineAlloy","jaopca:block.electrotine_alloy",0,"Block of Electrotine Alloy",""
"blockElectrum","chisel:blockelectrum",0,"Block of Electrum",""
"blockElectrum","chisel:blockelectrum",1,"Block of Electrum",""
"blockElectrum","chisel:blockelectrum",2,"Block of Electrum",""
"blockElectrum","chisel:blockelectrum",3,"Block of Electrum",""
"blockElectrum","chisel:blockelectrum",4,"Block of Electrum",""
"blockElectrum","chisel:blockelectrum",5,"Block of Electrum",""
"blockElectrum","chisel:blockelectrum",6,"Block of Electrum",""
"blockElectrum","techreborn:storage",7,"Block of Electrum",""
"blockEmerald","chisel:emerald",0,"Block of Emerald",""
"blockEmerald","chisel:emerald",1,"Block of Emerald",""
"blockEmerald","chisel:emerald",2,"Block of Emerald",""
"blockEmerald","chisel:emerald",3,"Block of Emerald",""
"blockEmerald","chisel:emerald",4,"Block of Emerald",""
"blockEmerald","chisel:emerald",5,"Block of Emerald",""
"blockEmerald","chisel:emerald",6,"Block of Emerald",""
"blockEmerald","chisel:emerald",7,"Block of Emerald",""
"blockEmerald","chisel:emerald",8,"Block of Emerald",""
"blockEmerald","chisel:emerald",9,"Block of Emerald",""
"blockEmerald","chisel:emerald",10,"Block of Emerald",""
"blockEmerald","chisel:emerald",11,"Block of Emerald",""
"blockEmerald","chisel:emerald",12,"Block of Emerald",""
"blockEmerald","chisel:emerald",13,"Block of Emerald",""
"blockEmerald","minecraft:emerald_block",0,"Block of Emerald",""
"blockEndSteel","enderio:block_alloy",8,"End Steel Block",""
"blockEnergeticAlloy","enderio:block_alloy",1,"Energetic Alloy Block",""
"blockEnergeticSilver","enderio:block_alloy_endergy",5,"Energetic Silver Block",""
"blockExtreme","jaopca:block.extreme",0,"Block of Extreme Alloy",""
"blockFerroboron","jaopca:block.ferroboron",0,"Block of Ferroboron Alloy",""
"blockFissionModerator","nuclearcraft:ingot_block",8,"Graphite Block",""
"blockFissionModerator","nuclearcraft:ingot_block",9,"Beryllium Block",""
"blockFluorite","jaopca:block.fluorite",0,"Block of Fluorite",""
"blockGlass","chisel:glass",0,"Glass",""
"blockGlass","chisel:glass",1,"Glass",""
"blockGlass","chisel:glass",2,"Glass",""
"blockGlass","chisel:glass",3,"Glass",""
"blockGlass","chisel:glass",4,"Glass",""
"blockGlass","chisel:glass",5,"Glass",""
"blockGlass","chisel:glass",6,"Glass",""
"blockGlass","chisel:glass",7,"Glass",""
"blockGlass","chisel:glass",8,"Glass",""
"blockGlass","chisel:glass",9,"Glass",""
"blockGlass","chisel:glass",10,"Glass",""
"blockGlass","chisel:glass",11,"Glass",""
"blockGlass","chisel:glass",12,"Glass",""
"blockGlass","chisel:glass",13,"Glass",""
"blockGlass","chisel:glass",14,"Glass",""
"blockGlass","chisel:glass",15,"Glass",""
"blockGlass","chisel:glass1",0,"Glass",""
"blockGlass","chisel:glass1",1,"Glass",""
"blockGlass","chisel:glassdyedblack",0,"Black Stained Glass",""
"blockGlass","chisel:glassdyedblack",1,"Black Stained Glass",""
"blockGlass","chisel:glassdyedblack",2,"Black Stained Glass",""
"blockGlass","chisel:glassdyedblack",3,"Black Stained Glass",""
"blockGlass","chisel:glassdyedblack",4,"Black Stained Glass",""
"blockGlass","chisel:glassdyedblack",5,"Black Stained Glass",""
"blockGlass","chisel:glassdyedblue",0,"Blue Stained Glass",""
"blockGlass","chisel:glassdyedblue",1,"Blue Stained Glass",""
"blockGlass","chisel:glassdyedblue",2,"Blue Stained Glass",""
"blockGlass","chisel:glassdyedblue",3,"Blue Stained Glass",""
"blockGlass","chisel:glassdyedblue",4,"Blue Stained Glass",""
"blockGlass","chisel:glassdyedblue",5,"Blue Stained Glass",""
"blockGlass","chisel:glassdyedbrown",0,"Brown Stained Glass",""
"blockGlass","chisel:glassdyedbrown",1,"Brown Stained Glass",""
"blockGlass","chisel:glassdyedbrown",2,"Brown Stained Glass",""
"blockGlass","chisel:glassdyedbrown",3,"Brown Stained Glass",""
"blockGlass","chisel:glassdyedbrown",4,"Brown Stained Glass",""
"blockGlass","chisel:glassdyedbrown",5,"Brown Stained Glass",""
"blockGlass","chisel:glassdyedcyan",0,"Cyan Stained Glass",""
"blockGlass","chisel:glassdyedcyan",1,"Cyan Stained Glass",""
"blockGlass","chisel:glassdyedcyan",2,"Cyan Stained Glass",""
"blockGlass","chisel:glassdyedcyan",3,"Cyan Stained Glass",""
"blockGlass","chisel:glassdyedcyan",4,"Cyan Stained Glass",""
"blockGlass","chisel:glassdyedcyan",5,"Cyan Stained Glass",""
"blockGlass","chisel:glassdyedgray",0,"Gray Stained Glass",""
"blockGlass","chisel:glassdyedgray",1,"Gray Stained Glass",""
"blockGlass","chisel:glassdyedgray",2,"Gray Stained Glass",""
"blockGlass","chisel:glassdyedgray",3,"Gray Stained Glass",""
"blockGlass","chisel:glassdyedgray",4,"Gray Stained Glass",""
"blockGlass","chisel:glassdyedgray",5,"Gray Stained Glass",""
"blockGlass","chisel:glassdyedgreen",0,"Green Stained Glass",""
"blockGlass","chisel:glassdyedgreen",1,"Green Stained Glass",""
"blockGlass","chisel:glassdyedgreen",2,"Green Stained Glass",""
"blockGlass","chisel:glassdyedgreen",3,"Green Stained Glass",""
"blockGlass","chisel:glassdyedgreen",4,"Green Stained Glass",""
"blockGlass","chisel:glassdyedgreen",5,"Green Stained Glass",""
"blockGlass","chisel:glassdyedlightblue",0,"Light Blue Stained Glass",""
"blockGlass","chisel:glassdyedlightblue",1,"Light Blue Stained Glass",""
"blockGlass","chisel:glassdyedlightblue",2,"Light Blue Stained Glass",""
"blockGlass","chisel:glassdyedlightblue",3,"Light Blue Stained Glass",""
"blockGlass","chisel:glassdyedlightblue",4,"Light Blue Stained Glass",""
"blockGlass","chisel:glassdyedlightblue",5,"Light Blue Stained Glass",""
"blockGlass","chisel:glassdyedlightgray",0,"Light Gray Stained Glass",""
"blockGlass","chisel:glassdyedlightgray",1,"Light Gray Stained Glass",""
"blockGlass","chisel:glassdyedlightgray",2,"Light Gray Stained Glass",""
"blockGlass","chisel:glassdyedlightgray",3,"Light Gray Stained Glass",""
"blockGlass","chisel:glassdyedlightgray",4,"Light Gray Stained Glass",""
"blockGlass","chisel:glassdyedlightgray",5,"Light Gray Stained Glass",""
"blockGlass","chisel:glassdyedlime",0,"Lime Stained Glass",""
"blockGlass","chisel:glassdyedlime",1,"Lime Stained Glass",""
"blockGlass","chisel:glassdyedlime",2,"Lime Stained Glass",""
"blockGlass","chisel:glassdyedlime",3,"Lime Stained Glass",""
"blockGlass","chisel:glassdyedlime",4,"Lime Stained Glass",""
"blockGlass","chisel:glassdyedlime",5,"Lime Stained Glass",""
"blockGlass","chisel:glassdyedmagenta",0,"Magenta Stained Glass",""
"blockGlass","chisel:glassdyedmagenta",1,"Magenta Stained Glass",""
"blockGlass","chisel:glassdyedmagenta",2,"Magenta Stained Glass",""
"blockGlass","chisel:glassdyedmagenta",3,"Magenta Stained Glass",""
"blockGlass","chisel:glassdyedmagenta",4,"Magenta Stained Glass",""
"blockGlass","chisel:glassdyedmagenta",5,"Magenta Stained Glass",""
"blockGlass","chisel:glassdyedorange",0,"Orange Stained Glass",""
"blockGlass","chisel:glassdyedorange",1,"Orange Stained Glass",""
"blockGlass","chisel:glassdyedorange",2,"Orange Stained Glass",""
"blockGlass","chisel:glassdyedorange",3,"Orange Stained Glass",""
"blockGlass","chisel:glassdyedorange",4,"Orange Stained Glass",""
"blockGlass","chisel:glassdyedorange",5,"Orange Stained Glass",""
"blockGlass","chisel:glassdyedpink",0,"Pink Stained Glass",""
"blockGlass","chisel:glassdyedpink",1,"Pink Stained Glass",""
"blockGlass","chisel:glassdyedpink",2,"Pink Stained Glass",""
"blockGlass","chisel:glassdyedpink",3,"Pink Stained Glass",""
"blockGlass","chisel:glassdyedpink",4,"Pink Stained Glass",""
"blockGlass","chisel:glassdyedpink",5,"Pink Stained Glass",""
"blockGlass","chisel:glassdyedpurple",0,"Purple Stained Glass",""
"blockGlass","chisel:glassdyedpurple",1,"Purple Stained Glass",""
"blockGlass","chisel:glassdyedpurple",2,"Purple Stained Glass",""
"blockGlass","chisel:glassdyedpurple",3,"Purple Stained Glass",""
"blockGlass","chisel:glassdyedpurple",4,"Purple Stained Glass",""
"blockGlass","chisel:glassdyedpurple",5,"Purple Stained Glass",""
"blockGlass","chisel:glassdyedred",0,"Red Stained Glass",""
"blockGlass","chisel:glassdyedred",1,"Red Stained Glass",""
"blockGlass","chisel:glassdyedred",2,"Red Stained Glass",""
"blockGlass","chisel:glassdyedred",3,"Red Stained Glass",""
"blockGlass","chisel:glassdyedred",4,"Red Stained Glass",""
"blockGlass","chisel:glassdyedred",5,"Red Stained Glass",""
"blockGlass","chisel:glassdyedwhite",0,"White Stained Glass",""
"blockGlass","chisel:glassdyedwhite",1,"White Stained Glass",""
"blockGlass","chisel:glassdyedwhite",2,"White Stained Glass",""
"blockGlass","chisel:glassdyedwhite",3,"White Stained Glass",""
"blockGlass","chisel:glassdyedwhite",4,"White Stained Glass",""
"blockGlass","chisel:glassdyedwhite",5,"White Stained Glass",""
"blockGlass","chisel:glassdyedyellow",0,"Yellow Stained Glass",""
"blockGlass","chisel:glassdyedyellow",1,"Yellow Stained Glass",""
"blockGlass","chisel:glassdyedyellow",2,"Yellow Stained Glass",""
"blockGlass","chisel:glassdyedyellow",3,"Yellow Stained Glass",""
"blockGlass","chisel:glassdyedyellow",4,"Yellow Stained Glass",""
"blockGlass","chisel:glassdyedyellow",5,"Yellow Stained Glass",""
"blockGlass","enderio:block_fused_glass",32767,"(WILDCARD)",""
"blockGlass","minecraft:glass",0,"Glass",""
"blockGlass","minecraft:stained_glass",32767,"(WILDCARD)",""
"blockGlassBlack","chisel:glassdyedblack",0,"Black Stained Glass",""
"blockGlassBlack","chisel:glassdyedblack",1,"Black Stained Glass",""
"blockGlassBlack","chisel:glassdyedblack",2,"Black Stained Glass",""
"blockGlassBlack","chisel:glassdyedblack",3,"Black Stained Glass",""
"blockGlassBlack","chisel:glassdyedblack",4,"Black Stained Glass",""
"blockGlassBlack","chisel:glassdyedblack",5,"Black Stained Glass",""
"blockGlassBlack","enderio:block_fused_glass",15,"Quite Clear Glass",""
"blockGlassBlack","minecraft:stained_glass",15,"Black Stained Glass",""
"blockGlassBlue","chisel:glassdyedblue",0,"Blue Stained Glass",""
"blockGlassBlue","chisel:glassdyedblue",1,"Blue Stained Glass",""
"blockGlassBlue","chisel:glassdyedblue",2,"Blue Stained Glass",""
"blockGlassBlue","chisel:glassdyedblue",3,"Blue Stained Glass",""
"blockGlassBlue","chisel:glassdyedblue",4,"Blue Stained Glass",""
"blockGlassBlue","chisel:glassdyedblue",5,"Blue Stained Glass",""
"blockGlassBlue","enderio:block_fused_glass",11,"Quite Clear Glass",""
"blockGlassBlue","minecraft:stained_glass",11,"Blue Stained Glass",""
"blockGlassBrown","chisel:glassdyedbrown",0,"Brown Stained Glass",""
"blockGlassBrown","chisel:glassdyedbrown",1,"Brown Stained Glass",""
"blockGlassBrown","chisel:glassdyedbrown",2,"Brown Stained Glass",""
"blockGlassBrown","chisel:glassdyedbrown",3,"Brown Stained Glass",""
"blockGlassBrown","chisel:glassdyedbrown",4,"Brown Stained Glass",""
"blockGlassBrown","chisel:glassdyedbrown",5,"Brown Stained Glass",""
"blockGlassBrown","enderio:block_fused_glass",12,"Quite Clear Glass",""
"blockGlassBrown","minecraft:stained_glass",12,"Brown Stained Glass",""
"blockGlassColorless","chisel:glass",0,"Glass",""
"blockGlassColorless","chisel:glass",1,"Glass",""
"blockGlassColorless","chisel:glass",2,"Glass",""
"blockGlassColorless","chisel:glass",3,"Glass",""
"blockGlassColorless","chisel:glass",4,"Glass",""
"blockGlassColorless","chisel:glass",5,"Glass",""
"blockGlassColorless","chisel:glass",6,"Glass",""
"blockGlassColorless","chisel:glass",7,"Glass",""
"blockGlassColorless","chisel:glass",8,"Glass",""
"blockGlassColorless","chisel:glass",9,"Glass",""
"blockGlassColorless","chisel:glass",10,"Glass",""
"blockGlassColorless","chisel:glass",11,"Glass",""
"blockGlassColorless","chisel:glass",12,"Glass",""
"blockGlassColorless","chisel:glass",13,"Glass",""
"blockGlassColorless","chisel:glass",14,"Glass",""
"blockGlassColorless","chisel:glass",15,"Glass",""
"blockGlassColorless","chisel:glass1",0,"Glass",""
"blockGlassColorless","chisel:glass1",1,"Glass",""
"blockGlassColorless","enderio:block_fused_glass",0,"Quite Clear Glass",""
"blockGlassColorless","minecraft:glass",0,"Glass",""
"blockGlassCyan","chisel:glassdyedcyan",0,"Cyan Stained Glass",""
"blockGlassCyan","chisel:glassdyedcyan",1,"Cyan Stained Glass",""
"blockGlassCyan","chisel:glassdyedcyan",2,"Cyan Stained Glass",""
"blockGlassCyan","chisel:glassdyedcyan",3,"Cyan Stained Glass",""
"blockGlassCyan","chisel:glassdyedcyan",4,"Cyan Stained Glass",""
"blockGlassCyan","chisel:glassdyedcyan",5,"Cyan Stained Glass",""
"blockGlassCyan","enderio:block_fused_glass",9,"Quite Clear Glass",""
"blockGlassCyan","minecraft:stained_glass",9,"Cyan Stained Glass",""
"blockGlassGray","chisel:glassdyedgray",0,"Gray Stained Glass",""
"blockGlassGray","chisel:glassdyedgray",1,"Gray Stained Glass",""
"blockGlassGray","chisel:glassdyedgray",2,"Gray Stained Glass",""
"blockGlassGray","chisel:glassdyedgray",3,"Gray Stained Glass",""
"blockGlassGray","chisel:glassdyedgray",4,"Gray Stained Glass",""
"blockGlassGray","chisel:glassdyedgray",5,"Gray Stained Glass",""
"blockGlassGray","enderio:block_fused_glass",7,"Quite Clear Glass",""
"blockGlassGray","minecraft:stained_glass",7,"Gray Stained Glass",""
"blockGlassGreen","chisel:glassdyedgreen",0,"Green Stained Glass",""
"blockGlassGreen","chisel:glassdyedgreen",1,"Green Stained Glass",""
"blockGlassGreen","chisel:glassdyedgreen",2,"Green Stained Glass",""
"blockGlassGreen","chisel:glassdyedgreen",3,"Green Stained Glass",""
"blockGlassGreen","chisel:glassdyedgreen",4,"Green Stained Glass",""
"blockGlassGreen","chisel:glassdyedgreen",5,"Green Stained Glass",""
"blockGlassGreen","enderio:block_fused_glass",13,"Quite Clear Glass",""
"blockGlassGreen","minecraft:stained_glass",13,"Green Stained Glass",""
"blockGlassHardened","enderio:block_fused_quartz",32767,"(WILDCARD)",""
"blockGlassHardenedBlack","enderio:block_fused_quartz",15,"Fused Quartz",""
"blockGlassHardenedBlue","enderio:block_fused_quartz",11,"Fused Quartz",""
"blockGlassHardenedBrown","enderio:block_fused_quartz",12,"Fused Quartz",""
"blockGlassHardenedCyan","enderio:block_fused_quartz",9,"Fused Quartz",""
"blockGlassHardenedGray","enderio:block_fused_quartz",7,"Fused Quartz",""
"blockGlassHardenedGreen","enderio:block_fused_quartz",13,"Fused Quartz",""
"blockGlassHardenedLightBlue","enderio:block_fused_quartz",3,"Fused Quartz",""
"blockGlassHardenedLightGray","enderio:block_fused_quartz",8,"Fused Quartz",""
"blockGlassHardenedLime","enderio:block_fused_quartz",5,"Fused Quartz",""
"blockGlassHardenedMagenta","enderio:block_fused_quartz",2,"Fused Quartz",""
"blockGlassHardenedOrange","enderio:block_fused_quartz",1,"Fused Quartz",""
"blockGlassHardenedPink","enderio:block_fused_quartz",6,"Fused Quartz",""
"blockGlassHardenedPurple","enderio:block_fused_quartz",10,"Fused Quartz",""
"blockGlassHardenedRed","enderio:block_fused_quartz",14,"Fused Quartz",""
"blockGlassHardenedWhite","enderio:block_fused_quartz",0,"Fused Quartz",""
"blockGlassHardenedYellow","enderio:block_fused_quartz",4,"Fused Quartz",""
"blockGlassLightBlue","chisel:glassdyedlightblue",0,"Light Blue Stained Glass",""
"blockGlassLightBlue","chisel:glassdyedlightblue",1,"Light Blue Stained Glass",""
"blockGlassLightBlue","chisel:glassdyedlightblue",2,"Light Blue Stained Glass",""
"blockGlassLightBlue","chisel:glassdyedlightblue",3,"Light Blue Stained Glass",""
"blockGlassLightBlue","chisel:glassdyedlightblue",4,"Light Blue Stained Glass",""
"blockGlassLightBlue","chisel:glassdyedlightblue",5,"Light Blue Stained Glass",""
"blockGlassLightBlue","enderio:block_fused_glass",3,"Quite Clear Glass",""
"blockGlassLightBlue","minecraft:stained_glass",3,"Light Blue Stained Glass",""
"blockGlassLightGray","chisel:glassdyedlightgray",0,"Light Gray Stained Glass",""
"blockGlassLightGray","chisel:glassdyedlightgray",1,"Light Gray Stained Glass",""
"blockGlassLightGray","chisel:glassdyedlightgray",2,"Light Gray Stained Glass",""
"blockGlassLightGray","chisel:glassdyedlightgray",3,"Light Gray Stained Glass",""
"blockGlassLightGray","chisel:glassdyedlightgray",4,"Light Gray Stained Glass",""
"blockGlassLightGray","chisel:glassdyedlightgray",5,"Light Gray Stained Glass",""
"blockGlassLightGray","enderio:block_fused_glass",8,"Quite Clear Glass",""
"blockGlassLightGray","minecraft:stained_glass",8,"Light Gray Stained Glass",""
"blockGlassLime","chisel:glassdyedlime",0,"Lime Stained Glass",""
"blockGlassLime","chisel:glassdyedlime",1,"Lime Stained Glass",""
"blockGlassLime","chisel:glassdyedlime",2,"Lime Stained Glass",""
"blockGlassLime","chisel:glassdyedlime",3,"Lime Stained Glass",""
"blockGlassLime","chisel:glassdyedlime",4,"Lime Stained Glass",""
"blockGlassLime","chisel:glassdyedlime",5,"Lime Stained Glass",""
"blockGlassLime","enderio:block_fused_glass",5,"Quite Clear Glass",""
"blockGlassLime","minecraft:stained_glass",5,"Lime Stained Glass",""
"blockGlassMagenta","chisel:glassdyedmagenta",0,"Magenta Stained Glass",""
"blockGlassMagenta","chisel:glassdyedmagenta",1,"Magenta Stained Glass",""
"blockGlassMagenta","chisel:glassdyedmagenta",2,"Magenta Stained Glass",""
"blockGlassMagenta","chisel:glassdyedmagenta",3,"Magenta Stained Glass",""
"blockGlassMagenta","chisel:glassdyedmagenta",4,"Magenta Stained Glass",""
"blockGlassMagenta","chisel:glassdyedmagenta",5,"Magenta Stained Glass",""
"blockGlassMagenta","enderio:block_fused_glass",2,"Quite Clear Glass",""
"blockGlassMagenta","minecraft:stained_glass",2,"Magenta Stained Glass",""
"blockGlassOrange","chisel:glassdyedorange",0,"Orange Stained Glass",""
"blockGlassOrange","chisel:glassdyedorange",1,"Orange Stained Glass",""
"blockGlassOrange","chisel:glassdyedorange",2,"Orange Stained Glass",""
"blockGlassOrange","chisel:glassdyedorange",3,"Orange Stained Glass",""
"blockGlassOrange","chisel:glassdyedorange",4,"Orange Stained Glass",""
"blockGlassOrange","chisel:glassdyedorange",5,"Orange Stained Glass",""
"blockGlassOrange","enderio:block_fused_glass",1,"Quite Clear Glass",""
"blockGlassOrange","minecraft:stained_glass",1,"Orange Stained Glass",""
"blockGlassPink","chisel:glassdyedpink",0,"Pink Stained Glass",""
"blockGlassPink","chisel:glassdyedpink",1,"Pink Stained Glass",""
"blockGlassPink","chisel:glassdyedpink",2,"Pink Stained Glass",""
"blockGlassPink","chisel:glassdyedpink",3,"Pink Stained Glass",""
"blockGlassPink","chisel:glassdyedpink",4,"Pink Stained Glass",""
"blockGlassPink","chisel:glassdyedpink",5,"Pink Stained Glass",""
"blockGlassPink","enderio:block_fused_glass",6,"Quite Clear Glass",""
"blockGlassPink","minecraft:stained_glass",6,"Pink Stained Glass",""
"blockGlassPurple","chisel:glassdyedpurple",0,"Purple Stained Glass",""
"blockGlassPurple","chisel:glassdyedpurple",1,"Purple Stained Glass",""
"blockGlassPurple","chisel:glassdyedpurple",2,"Purple Stained Glass",""
"blockGlassPurple","chisel:glassdyedpurple",3,"Purple Stained Glass",""
"blockGlassPurple","chisel:glassdyedpurple",4,"Purple Stained Glass",""
"blockGlassPurple","chisel:glassdyedpurple",5,"Purple Stained Glass",""
