+------------------------------------+---------+-------------+-----------+------------+----------+-----------+----------------------------------------------------+
| Name                               | Density | Temperature | Viscosity | Luminosity | Rarity   | isGaseous | Block                                              |
| egg_mixture                        |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:egg_mixture                         |
| egg_yolk                           |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:egg_yolk                            |
| electrical_steel                   |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenelectricalsteel                 |
| electrum                           |    2000 |         900 |      6000 |         15 | COMMON   |     false | embers:electrum                                    |
| electrum_flux                      |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenelectrumflux                    |
| emerald                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| emerald_nak                        |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| emerald_nak_hot                    |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| emergency_coolant                  |    2000 |         100 |      2000 |          3 | COMMON   |     false | nuclearcraft:fluid_emergency_coolant               |
| emergency_coolant_heated           |    2000 |         300 |      1500 |          9 | COMMON   |     false | nuclearcraft:fluid_emergency_coolant_heated        |
| end_steel                          |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenendsteel                        |
| end_stone                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| end_stone_nak                      |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| end_stone_nak_hot                  |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| ender                              |    4000 |         300 |      2500 |          3 | UNCOMMON |     false | thermalfoundation:fluid_ender                      |
| ender_distillation                 |     200 |         175 |      1000 |          0 | COMMON   |     false | enderio:block_fluid_ender_distillation             |
| enderium                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_enderium                        |
| enderium_nak                       |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| enderium_nak_hot                   |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| energetic_alloy                    |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenenergeticalloy                  |
| energetic_silver                   |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenenergeticsilver                 |
| enrichedlava                       |    3000 |        1300 |      6000 |         15 | COMMON   |     false | advancedrocketry:enrichedlavafluid                 |
| essence                            |    3000 |         300 |      6000 |         15 | COMMON   |     false | industrialforegoing:essence                        |
| etchacid                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | pneumaticcraft:fluid.etchacid                      |
| etching_acid                       |    1500 |         300 |      1500 |          0 | COMMON   |     false | immersiveintelligence:etching_acid                 |
| ethane                             |       1 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:ethane                              |
| ethanoate_invar                    |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:ethanoate_invar                     |
| ethanoic_acid                      |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:ethanoic_acid                       |
| ethanol                            |     789 |         300 |      1000 |          0 | COMMON   |     false | immersiveengineering:fluidethanol                  |
| ethene                             |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_ethene                          |
| europium_155                       |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_europium_155                    |
| exhaust_steam                      |     -10 |         500 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_exhaust_steam                   |
| exhauststeam                       |    -100 |         300 |       500 |          0 | COMMON   |      true | immersivetech:exhauststeam                         |
| experience                         |    -200 |         300 |       200 |         12 | UNCOMMON |      true | -                                                  |
| extreme                            |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenextreme                         |
| ferroboron                         |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_ferroboron                      |
| fire_water                         |     900 |        2000 |      1000 |          0 | COMMON   |     false | enderio:block_fluid_fire_water                     |
| flibe                              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_flibe                           |
| fluegas                            |    -100 |         300 |       500 |          0 | COMMON   |      true | immersivetech:fluidfluegas                         |
| fluidberylium                      |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.berylium          |
| fluidbiofuel                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.biofuel           |
| fluidcalcium                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.calcium           |
| fluidcalciumcarbonate              |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.calciumcarbonate  |
| fluidcarbon                        |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.carbon            |
| fluidcarbonfiber                   |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.carbonfiber       |
| fluidchlorite                      |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.chlorite          |
| fluidcompressedair                 |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.compressedair     |
| fluiddeuterium                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.deuterium         |
| fluiddiesel                        |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.diesel            |
| fluidelectrolyzedwater             |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.electrolyzedwater |
| fluidglyceryl                      |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.glyceryl          |
| fluidhelium                        |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.helium            |
| fluidhelium3                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.helium3           |
| fluidheliumplasma                  |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.heliumplasma      |
| fluidhydrogen                      |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.hydrogen          |
| fluidlithium                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.lithium           |
| fluidmercury                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.mercury           |
| fluidmethane                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.methane           |
| fluidnitrocarbon                   |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.nitrocarbon       |
| fluidnitrocoalfuel                 |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.nitrocoalfuel     |
| fluidnitrodiesel                   |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.nitrodiesel       |
| fluidnitrofuel                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.nitrofuel         |
| fluidnitrogen                      |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.nitrogen          |
| fluidnitrogendioxide               |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.nitrogendioxide   |
| fluidoil                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.oil               |
| fluidpotassium                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.potassium         |
| fluidsilicon                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.silicon           |
| fluidsodium                        |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.sodium            |
| fluidsodiumpersulfate              |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.sodiumpersulfate  |
| fluidsodiumsulfide                 |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.sodiumsulfide     |
| fluidsulfur                        |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.sulfur            |
| fluidsulfuricacid                  |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.sulfuricacid      |
| fluidtritium                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.tritium           |
| fluidwolframium                    |    1000 |         300 |      1000 |          0 | COMMON   |     false | techreborn:techreborn_techreborn.wolframium        |
| fluorine                           |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_fluorine                        |
| fluorite                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| fluorite_nak                       |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| fluorite_nak_hot                   |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| fluorite_water                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_fluorite_water                  |
| fluoromethane                      |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_fluoromethane                   |
| fuel                               |    1000 |         300 |      1000 |          0 | COMMON   |     false | pneumaticcraft:fluid.fuel                          |
| gas_dwarf                          |   -1500 |         950 |       200 |          0 | COMMON   |      true | -                                                  |
| gasoline                           |     789 |         300 |      1200 |          0 | COMMON   |     false | immersivepetroleum:fluid_gasoline                  |
| gelatin                            |    1150 |         350 |      8000 |          0 | COMMON   |     false | nuclearcraft:fluid_gelatin                         |
| gelid_enderium                     |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltengelidenderium                   |
| glowstone                          |    -500 |         300 |       100 |         15 | UNCOMMON |      true | thermalfoundation:fluid_glowstone                  |
| glowstone_nak                      |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| glowstone_nak_hot                  |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| glue                               |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:glue                                |
| glue_liquor                        |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:glue_liquor                         |
| gold                               |    2000 |         900 |      6000 |         15 | COMMON   |     false | embers:gold                                        |
| gold_nak                           |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| gold_nak_hot                       |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| graphite                           |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltengraphite                        |
| hafnium                            |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenhafnium                         |
| hard_carbon                        |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_hard_carbon                     |
| hea_242                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hea_242_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hea_242_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| heavy_oil                          |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:heavy_oil                           |
| heavy_water                        |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_heavy_water                     |
| heavywater                         |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| heb_248                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| heb_248_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| heb_248_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecf_249                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecf_249_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecf_249_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecf_251                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecf_251_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecf_251_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecm_243                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecm_243_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecm_243_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecm_245                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecm_245_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecm_245_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecm_247                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecm_247_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hecm_247_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| helium                             |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_helium                          |
| helium_3                           |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_helium_3                        |
| hen_236                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hen_236_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hen_236_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hep_239                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hep_239_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hep_239_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hep_241                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hep_241_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hep_241_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| heptane                            |     684 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:heptane                             |
| heptene                            |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:heptene                             |
| heu_233                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| heu_233_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| heu_233_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| heu_235                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| heu_235_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| heu_235_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| hexadecane                         |     773 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:hexadecane                          |
| hexadecene                         |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:hexadecene                          |
| hexane                             |     659 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:hexane                              |
| hexene                             |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:hexene                              |
| high_pressure_steam                |     -10 |        1200 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_high_pressure_steam             |
| hootch                             |     900 |         300 |      1000 |          0 | COMMON   |     false | enderio:block_fluid_hootch                         |
| hop_graphite                       |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenhopgraphite                     |
| hot_crude                          |      10 |         873 |        20 |          0 | COMMON   |      true | -                                                  |
| hsla_steel                         |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenhslasteel                       |
| hydrated_gelatin                   |    1150 |         350 |      8000 |          0 | COMMON   |     false | nuclearcraft:fluid_hydrated_gelatin                |
| hydrochloric_acid                  |    1000 |         300 |      1000 |          0 | COMMON   |     false | qmd:fluid_hydrochloric_acid                        |
| hydrofluoric_acid                  |    1500 |         300 |      1500 |          0 | COMMON   |     false | immersiveintelligence:hydrofluoric_acid            |
| hydrogen                           |       0 |         300 |      2250 |          0 | COMMON   |      true | advancedrocketry:hydrogenfluid                     |
| hydrogen_sulfide                   |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:hydrogen_sulfide                    |
| ice                                |    1000 |         250 |      2000 |          0 | COMMON   |     false | nuclearcraft:fluid_ice                             |
| if.ore_fluid_fermented             |    3000 |         300 |      6000 |          0 | COMMON   |     false | -                                                  |
| if.ore_fluid_raw                   |    3000 |         300 |      6000 |          0 | COMMON   |     false | -                                                  |
| if.pink_slime                      |    3000 |         300 |      6000 |          0 | COMMON   |     false | industrialforegoing:if.pink_slime                  |
| if.protein                         |    3000 |         600 |      6000 |          0 | COMMON   |     false | industrialforegoing:if.protein                     |
| ink                                |    2000 |         300 |      2250 |          0 | COMMON   |     false | immersiveintelligence:ink                          |
| ink_cyan                           |    2000 |         300 |      2250 |          0 | COMMON   |     false | immersiveintelligence:ink_cyan                     |
| ink_magenta                        |    2000 |         300 |      2250 |          0 | COMMON   |     false | immersiveintelligence:ink_magenta                  |
| ink_yellow                         |    2000 |         300 |      2250 |          0 | COMMON   |     false | immersiveintelligence:ink_yellow                   |
| inner_fire                         |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| invar                              |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_molteninvar                           |
| iridium                            |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_molteniridium                         |
| iridium_alloy                      |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_molteniridiumalloy                    |
| iron                               |    2000 |         900 |      6000 |         15 | COMMON   |     false | embers:iron                                        |
| iron_nak                           |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| iron_nak_hot                       |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| irradiated_borax_solution          |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_irradiated_borax_solution       |
| kerosene                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | pneumaticcraft:fluid.kerosene                      |
| koh                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_koh                             |
| lapis                              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lapis_nak                          |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| lapis_nak_hot                      |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| latex                              |    3000 |         375 |      6000 |          0 | COMMON   |     false | industrialforegoing:latex                          |
| lava                               |    3000 |        1300 |      6000 |         15 | COMMON   |     false | minecraft:lava                                     |
| lea_242                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lea_242_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lea_242_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lead                               |    2000 |         900 |      6000 |         15 | COMMON   |     false | embers:lead                                        |
| lead_nak                           |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| lead_nak_hot                       |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| lead_nitrate_solution              |    1000 |         300 |      1000 |          0 | COMMON   |     false | qmd:fluid_lead_nitrate_solution                    |
| lead_platinum                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lead_platinum                   |
| lead_tungstate_solution            |    1000 |         300 |      1000 |          0 | COMMON   |     false | qmd:fluid_lead_tungstate_solution                  |
| leb_248                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| leb_248_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| leb_248_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecf_249                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecf_249_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecf_249_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecf_251                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecf_251_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecf_251_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecm_243                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecm_243_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecm_243_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecm_245                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecm_245_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecm_245_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecm_247                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecm_247_fluoride                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lecm_247_fluoride_flibe            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| len_236                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| len_236_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| len_236_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lep_239                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lep_239_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lep_239_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lep_241                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lep_241_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lep_241_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| leu_233                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| leu_233_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| leu_233_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| leu_235                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| leu_235_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| leu_235_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lif                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lif                             |
| light_oil                          |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:light_oil                           |
| limewater                          |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:limewater                           |
| liquid_argon                       |    1395 |          87 |       170 |          0 | COMMON   |     false | qmd:fluid_liquid_argon                             |
| liquid_helium                      |     150 |           4 |         1 |          0 | COMMON   |     false | nuclearcraft:fluid_liquid_helium                   |
| liquid_helium_nak                  |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| liquid_helium_nak_hot              |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| liquid_hydrogen                    |      71 |          20 |       170 |          0 | COMMON   |     false | qmd:fluid_liquid_hydrogen                          |
| liquid_neon                        |    1207 |          27 |       170 |          0 | COMMON   |     false | qmd:fluid_liquid_neon                              |
| liquid_nitrogen                    |     810 |          70 |       170 |          0 | COMMON   |     false | nuclearcraft:fluid_liquid_nitrogen                 |
| liquid_nitrogen_nak                |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| liquid_nitrogen_nak_hot            |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| liquid_oxygen                      |    1141 |          90 |       170 |          0 | COMMON   |     false | qmd:fluid_liquid_oxygen                            |
| liquid_sunshine                    |     200 |         300 |       400 |          0 | COMMON   |     false | enderio:block_fluid_liquid_sunshine                |
| liquidchlorine                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| liquiddeuterium                    |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| liquidethene                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| liquidfusionfuel                   |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| liquidhydrogen                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| liquidhydrogenchloride             |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| liquidlithium                      |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| liquidoxygen                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| liquidsodium                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| liquidsulfurdioxide                |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| liquidsulfurtrioxide               |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| liquidtritium                      |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| lithium                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| lithium_6                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lithium_6                       |
| lithium_7                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lithium_7                       |
| lithium_manganese_dioxide          |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenlithiummanganesedioxide         |
| lithium_nak                        |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| lithium_nak_hot                    |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| low_pressure_steam                 |     -10 |         800 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_low_pressure_steam              |
| low_quality_steam                  |     -10 |         350 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_low_quality_steam               |
| lpg                                |    1000 |         300 |      1000 |          0 | COMMON   |     false | pneumaticcraft:fluid.lpg                           |
| lubricant                          |     925 |         300 |      1000 |          0 | COMMON   |     false | immersivepetroleum:fluid_lubricant                 |
| lumium                             |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenlumium                          |
| magnesium                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| magnesium_diboride                 |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenmagnesiumdiboride               |
| magnesium_nak                      |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| magnesium_nak_hot                  |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| mana                               |     600 |         350 |      6000 |         15 | EPIC     |     false | thermalfoundation:fluid_mana                       |
| manganese                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| manganese_dioxide                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_manganese_dioxide               |
| manganese_nak                      |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| manganese_nak_hot                  |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| manganese_oxide                    |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenmanganeseoxide                  |
