"Registry name","Meta/dmg","Display name","Ore Dict Keys","NBT"
"chisel:glasspane1",0,"Glass Pane","paneGlass,paneGlassColorless",""
"chisel:glasspane1",1,"Glass Pane","paneGlass,paneGlassColorless",""
"chisel:glasspanedyedblack",0,"Black Stained Glass Pane","paneGlass,paneGlassBlack",""
"chisel:glasspanedyedblack",1,"Black Stained Glass Pane","paneGlass,paneGlassBlack",""
"chisel:glasspanedyedblack",2,"Black Stained Glass Pane","paneGlass,paneGlassBlack",""
"chisel:glasspanedyedblack",3,"Black Stained Glass Pane","paneGlass,paneGlassBlack",""
"chisel:glasspanedyedblack",4,"Black Stained Glass Pane","paneGlass,paneGlassBlack",""
"chisel:glasspanedyedblack",5,"Black Stained Glass Pane","paneGlass,paneGlassBlack",""
"chisel:glasspanedyedblue",0,"Blue Stained Glass Pane","paneGlass,paneGlassBlue",""
"chisel:glasspanedyedblue",1,"Blue Stained Glass Pane","paneGlass,paneGlassBlue",""
"chisel:glasspanedyedblue",2,"Blue Stained Glass Pane","paneGlass,paneGlassBlue",""
"chisel:glasspanedyedblue",3,"Blue Stained Glass Pane","paneGlass,paneGlassBlue",""
"chisel:glasspanedyedblue",4,"Blue Stained Glass Pane","paneGlass,paneGlassBlue",""
"chisel:glasspanedyedblue",5,"Blue Stained Glass Pane","paneGlass,paneGlassBlue",""
"chisel:glasspanedyedbrown",0,"Brown Stained Glass Pane","paneGlass,paneGlassBrown",""
"chisel:glasspanedyedbrown",1,"Brown Stained Glass Pane","paneGlass,paneGlassBrown",""
"chisel:glasspanedyedbrown",2,"Brown Stained Glass Pane","paneGlass,paneGlassBrown",""
"chisel:glasspanedyedbrown",3,"Brown Stained Glass Pane","paneGlass,paneGlassBrown",""
"chisel:glasspanedyedbrown",4,"Brown Stained Glass Pane","paneGlass,paneGlassBrown",""
"chisel:glasspanedyedbrown",5,"Brown Stained Glass Pane","paneGlass,paneGlassBrown",""
"chisel:glasspanedyedcyan",0,"Cyan Stained Glass Pane","paneGlass,paneGlassCyan",""
"chisel:glasspanedyedcyan",1,"Cyan Stained Glass Pane","paneGlass,paneGlassCyan",""
"chisel:glasspanedyedcyan",2,"Cyan Stained Glass Pane","paneGlass,paneGlassCyan",""
"chisel:glasspanedyedcyan",3,"Cyan Stained Glass Pane","paneGlass,paneGlassCyan",""
"chisel:glasspanedyedcyan",4,"Cyan Stained Glass Pane","paneGlass,paneGlassCyan",""
"chisel:glasspanedyedcyan",5,"Cyan Stained Glass Pane","paneGlass,paneGlassCyan",""
"chisel:glasspanedyedgray",0,"Gray Stained Glass Pane","paneGlass,paneGlassGray",""
"chisel:glasspanedyedgray",1,"Gray Stained Glass Pane","paneGlass,paneGlassGray",""
"chisel:glasspanedyedgray",2,"Gray Stained Glass Pane","paneGlass,paneGlassGray",""
"chisel:glasspanedyedgray",3,"Gray Stained Glass Pane","paneGlass,paneGlassGray",""
"chisel:glasspanedyedgray",4,"Gray Stained Glass Pane","paneGlass,paneGlassGray",""
"chisel:glasspanedyedgray",5,"Gray Stained Glass Pane","paneGlass,paneGlassGray",""
"chisel:glasspanedyedgreen",0,"Green Stained Glass Pane","paneGlass,paneGlassGreen",""
"chisel:glasspanedyedgreen",1,"Green Stained Glass Pane","paneGlass,paneGlassGreen",""
"chisel:glasspanedyedgreen",2,"Green Stained Glass Pane","paneGlass,paneGlassGreen",""
"chisel:glasspanedyedgreen",3,"Green Stained Glass Pane","paneGlass,paneGlassGreen",""
"chisel:glasspanedyedgreen",4,"Green Stained Glass Pane","paneGlass,paneGlassGreen",""
"chisel:glasspanedyedgreen",5,"Green Stained Glass Pane","paneGlass,paneGlassGreen",""
"chisel:glasspanedyedlightblue",0,"Light Blue Stained Glass Pane","paneGlass,paneGlassLightBlue",""
"chisel:glasspanedyedlightblue",1,"Light Blue Stained Glass Pane","paneGlass,paneGlassLightBlue",""
"chisel:glasspanedyedlightblue",2,"Light Blue Stained Glass Pane","paneGlass,paneGlassLightBlue",""
"chisel:glasspanedyedlightblue",3,"Light Blue Stained Glass Pane","paneGlass,paneGlassLightBlue",""
"chisel:glasspanedyedlightblue",4,"Light Blue Stained Glass Pane","paneGlass,paneGlassLightBlue",""
"chisel:glasspanedyedlightblue",5,"Light Blue Stained Glass Pane","paneGlass,paneGlassLightBlue",""
"chisel:glasspanedyedlightgray",0,"Light Gray Stained Glass Pane","paneGlass,paneGlassLightGray",""
"chisel:glasspanedyedlightgray",1,"Light Gray Stained Glass Pane","paneGlass,paneGlassLightGray",""
"chisel:glasspanedyedlightgray",2,"Light Gray Stained Glass Pane","paneGlass,paneGlassLightGray",""
"chisel:glasspanedyedlightgray",3,"Light Gray Stained Glass Pane","paneGlass,paneGlassLightGray",""
"chisel:glasspanedyedlightgray",4,"Light Gray Stained Glass Pane","paneGlass,paneGlassLightGray",""
"chisel:glasspanedyedlightgray",5,"Light Gray Stained Glass Pane","paneGlass,paneGlassLightGray",""
"chisel:glasspanedyedlime",0,"Lime Stained Glass Pane","paneGlass,paneGlassLime",""
"chisel:glasspanedyedlime",1,"Lime Stained Glass Pane","paneGlass,paneGlassLime",""
"chisel:glasspanedyedlime",2,"Lime Stained Glass Pane","paneGlass,paneGlassLime",""
"chisel:glasspanedyedlime",3,"Lime Stained Glass Pane","paneGlass,paneGlassLime",""
"chisel:glasspanedyedlime",4,"Lime Stained Glass Pane","paneGlass,paneGlassLime",""
"chisel:glasspanedyedlime",5,"Lime Stained Glass Pane","paneGlass,paneGlassLime",""
"chisel:glasspanedyedmagenta",0,"Magenta Stained Glass Pane","paneGlass,paneGlassMagenta",""
"chisel:glasspanedyedmagenta",1,"Magenta Stained Glass Pane","paneGlass,paneGlassMagenta",""
"chisel:glasspanedyedmagenta",2,"Magenta Stained Glass Pane","paneGlass,paneGlassMagenta",""
"chisel:glasspanedyedmagenta",3,"Magenta Stained Glass Pane","paneGlass,paneGlassMagenta",""
"chisel:glasspanedyedmagenta",4,"Magenta Stained Glass Pane","paneGlass,paneGlassMagenta",""
"chisel:glasspanedyedmagenta",5,"Magenta Stained Glass Pane","paneGlass,paneGlassMagenta",""
"chisel:glasspanedyedorange",0,"Orange Stained Glass Pane","paneGlass,paneGlassOrange",""
"chisel:glasspanedyedorange",1,"Orange Stained Glass Pane","paneGlass,paneGlassOrange",""
"chisel:glasspanedyedorange",2,"Orange Stained Glass Pane","paneGlass,paneGlassOrange",""
"chisel:glasspanedyedorange",3,"Orange Stained Glass Pane","paneGlass,paneGlassOrange",""
"chisel:glasspanedyedorange",4,"Orange Stained Glass Pane","paneGlass,paneGlassOrange",""
"chisel:glasspanedyedorange",5,"Orange Stained Glass Pane","paneGlass,paneGlassOrange",""
"chisel:glasspanedyedpink",0,"Pink Stained Glass Pane","paneGlass,paneGlassPink",""
"chisel:glasspanedyedpink",1,"Pink Stained Glass Pane","paneGlass,paneGlassPink",""
"chisel:glasspanedyedpink",2,"Pink Stained Glass Pane","paneGlass,paneGlassPink",""
"chisel:glasspanedyedpink",3,"Pink Stained Glass Pane","paneGlass,paneGlassPink",""
"chisel:glasspanedyedpink",4,"Pink Stained Glass Pane","paneGlass,paneGlassPink",""
"chisel:glasspanedyedpink",5,"Pink Stained Glass Pane","paneGlass,paneGlassPink",""
"chisel:glasspanedyedpurple",0,"Purple Stained Glass Pane","paneGlass,paneGlassPurple",""
"chisel:glasspanedyedpurple",1,"Purple Stained Glass Pane","paneGlass,paneGlassPurple",""
"chisel:glasspanedyedpurple",2,"Purple Stained Glass Pane","paneGlass,paneGlassPurple",""
"chisel:glasspanedyedpurple",3,"Purple Stained Glass Pane","paneGlass,paneGlassPurple",""
"chisel:glasspanedyedpurple",4,"Purple Stained Glass Pane","paneGlass,paneGlassPurple",""
"chisel:glasspanedyedpurple",5,"Purple Stained Glass Pane","paneGlass,paneGlassPurple",""
"chisel:glasspanedyedred",0,"Red Stained Glass Pane","paneGlass,paneGlassRed",""
"chisel:glasspanedyedred",1,"Red Stained Glass Pane","paneGlass,paneGlassRed",""
"chisel:glasspanedyedred",2,"Red Stained Glass Pane","paneGlass,paneGlassRed",""
"chisel:glasspanedyedred",3,"Red Stained Glass Pane","paneGlass,paneGlassRed",""
"chisel:glasspanedyedred",4,"Red Stained Glass Pane","paneGlass,paneGlassRed",""
"chisel:glasspanedyedred",5,"Red Stained Glass Pane","paneGlass,paneGlassRed",""
"chisel:glasspanedyedwhite",0,"White Stained Glass Pane","paneGlass,paneGlassWhite",""
"chisel:glasspanedyedwhite",1,"White Stained Glass Pane","paneGlass,paneGlassWhite",""
"chisel:glasspanedyedwhite",2,"White Stained Glass Pane","paneGlass,paneGlassWhite",""
"chisel:glasspanedyedwhite",3,"White Stained Glass Pane","paneGlass,paneGlassWhite",""
"chisel:glasspanedyedwhite",4,"White Stained Glass Pane","paneGlass,paneGlassWhite",""
"chisel:glasspanedyedwhite",5,"White Stained Glass Pane","paneGlass,paneGlassWhite",""
"chisel:glasspanedyedyellow",0,"Yellow Stained Glass Pane","paneGlass,paneGlassYellow",""
"chisel:glasspanedyedyellow",1,"Yellow Stained Glass Pane","paneGlass,paneGlassYellow",""
"chisel:glasspanedyedyellow",2,"Yellow Stained Glass Pane","paneGlass,paneGlassYellow",""
"chisel:glasspanedyedyellow",3,"Yellow Stained Glass Pane","paneGlass,paneGlassYellow",""
"chisel:glasspanedyedyellow",4,"Yellow Stained Glass Pane","paneGlass,paneGlassYellow",""
"chisel:glasspanedyedyellow",5,"Yellow Stained Glass Pane","paneGlass,paneGlassYellow",""
"chisel:glowstone",0,"Glowstone","glowstone",""
"chisel:glowstone",1,"Glowstone","glowstone",""
"chisel:glowstone",2,"Glowstone","glowstone",""
"chisel:glowstone",3,"Glowstone","glowstone",""
"chisel:glowstone",4,"Glowstone","glowstone",""
"chisel:glowstone",5,"Glowstone","glowstone",""
"chisel:glowstone",6,"Glowstone","glowstone",""
"chisel:glowstone",7,"Glowstone","glowstone",""
"chisel:glowstone",8,"Glowstone","glowstone",""
"chisel:glowstone",9,"Glowstone","glowstone",""
"chisel:glowstone",10,"Glowstone","glowstone",""
"chisel:glowstone",11,"Glowstone","glowstone",""
"chisel:glowstone",12,"Glowstone","glowstone",""
"chisel:glowstone",13,"Glowstone","glowstone",""
"chisel:glowstone",14,"Glowstone","glowstone",""
"chisel:glowstone",15,"Glowstone","glowstone",""
"chisel:glowstone1",0,"Glowstone","glowstone",""
"chisel:glowstone1",1,"Glowstone","glowstone",""
"chisel:glowstone1",2,"Glowstone","glowstone",""
"chisel:glowstone1",3,"Glowstone","glowstone",""
"chisel:glowstone1",4,"Glowstone","glowstone",""
"chisel:glowstone1",5,"Glowstone","glowstone",""
"chisel:glowstone1",6,"Glowstone","glowstone",""
"chisel:glowstone1",7,"Glowstone","glowstone",""
"chisel:glowstone1",8,"Glowstone","glowstone",""
"chisel:glowstone1",9,"Glowstone","glowstone",""
"chisel:glowstone1",10,"Glowstone","glowstone",""
"chisel:glowstone1",11,"Glowstone","glowstone",""
"chisel:glowstone1",12,"Glowstone","glowstone",""
"chisel:glowstone1",13,"Glowstone","glowstone",""
"chisel:glowstone1",14,"Glowstone","glowstone",""
"chisel:glowstone1",15,"Glowstone","glowstone",""
"chisel:glowstone2",0,"Glowstone","glowstone",""
"chisel:granite",0,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",1,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",2,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",3,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",4,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",5,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",6,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",7,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",8,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",9,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",10,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",11,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",12,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",13,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",14,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",15,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",0,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",1,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",2,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",3,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",4,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",5,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",6,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",7,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",8,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",9,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",10,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",11,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",12,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",13,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",14,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",15,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite2",0,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:hardenedclay",0,"Terracotta","hardenedClay",""
"chisel:hardenedclay",1,"Terracotta","hardenedClay",""
"chisel:hardenedclay",2,"Terracotta","hardenedClay",""
"chisel:hardenedclay",3,"Terracotta","hardenedClay",""
"chisel:hardenedclay",4,"Terracotta","hardenedClay",""
"chisel:hardenedclay",5,"Terracotta","hardenedClay",""
"chisel:hardenedclay",6,"Terracotta","hardenedClay",""
"chisel:hardenedclay",7,"Terracotta","hardenedClay",""
"chisel:hardenedclay",8,"Terracotta","hardenedClay",""
"chisel:hardenedclay",9,"Terracotta","hardenedClay",""
"chisel:hardenedclay",10,"Terracotta","hardenedClay",""
"chisel:hardenedclay",11,"Terracotta","hardenedClay",""
"chisel:hardenedclay",12,"Terracotta","hardenedClay",""
"chisel:hardenedclay",13,"Terracotta","hardenedClay",""
"chisel:hardenedclay",14,"Terracotta","hardenedClay",""
"chisel:hardenedclay",15,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",0,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",1,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",2,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",3,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",4,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",5,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",6,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",7,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",8,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",9,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",0,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",1,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",2,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",3,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",4,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",5,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",6,"Terracotta","hardenedClay",""
"chisel:ice",0,"Ice","blockIce,ice",""
"chisel:ice",1,"Ice","blockIce,ice",""
"chisel:ice",2,"Ice","blockIce,ice",""
"chisel:ice",3,"Ice","blockIce,ice",""
"chisel:ice",4,"Ice","blockIce,ice",""
"chisel:ice",5,"Ice","blockIce,ice",""
"chisel:ice",6,"Ice","blockIce,ice",""
"chisel:ice",7,"Ice","blockIce,ice",""
"chisel:ice",8,"Ice","blockIce,ice",""
"chisel:ice",9,"Ice","blockIce,ice",""
"chisel:ice",10,"Ice","blockIce,ice",""
"chisel:ice",11,"Ice","blockIce,ice",""
"chisel:ice",12,"Ice","blockIce,ice",""
"chisel:ice",13,"Ice","blockIce,ice",""
"chisel:ice",14,"Ice","blockIce,ice",""
"chisel:ice",15,"Ice","blockIce,ice",""
"chisel:ice1",0,"Ice","blockIce,ice",""
"chisel:ice1",1,"Ice","blockIce,ice",""
"chisel:ice1",2,"Ice","blockIce,ice",""
"chisel:ice1",3,"Ice","blockIce,ice",""
"chisel:ice1",4,"Ice","blockIce,ice",""
"chisel:ice1",5,"Ice","blockIce,ice",""
"chisel:ice1",6,"Ice","blockIce,ice",""
"chisel:ice1",7,"Ice","blockIce,ice",""
"chisel:ice1",8,"Ice","blockIce,ice",""
"chisel:ice1",9,"Ice","blockIce,ice",""
"chisel:ice1",10,"Ice","blockIce,ice",""
"chisel:ice1",11,"Ice","blockIce,ice",""
"chisel:ice1",12,"Ice","blockIce,ice",""
"chisel:ice1",13,"Ice","blockIce,ice",""
"chisel:ice1",14,"Ice","blockIce,ice",""
"chisel:ice1",15,"Ice","blockIce,ice",""
"chisel:ice2",0,"Ice","blockIce,ice",""
"chisel:icepillar",0,"Ice Pillar","blockIce,ice",""
"chisel:icepillar",1,"Ice Pillar","blockIce,ice",""
"chisel:icepillar",2,"Ice Pillar","blockIce,ice",""
"chisel:icepillar",3,"Ice Pillar","blockIce,ice",""
"chisel:icepillar",4,"Ice Pillar","blockIce,ice",""
"chisel:icepillar",5,"Ice Pillar","blockIce,ice",""
"chisel:icepillar",6,"Ice Pillar","blockIce,ice",""
"chisel:lapis",0,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",1,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",2,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",3,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",4,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",5,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",6,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",7,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",8,"Lapis Lazuli Block","blockLapis",""
"chisel:limestone",0,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",1,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",2,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",3,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",4,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",5,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",6,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",7,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",8,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",9,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",10,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",11,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",12,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",13,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",14,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",15,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",0,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",1,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",2,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",3,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",4,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",5,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",6,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",7,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",8,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",9,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",0,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",1,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",2,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",3,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",4,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",5,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",6,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",7,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:marble",0,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",1,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",2,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",3,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",4,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",5,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",6,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",7,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",8,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",9,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",10,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",11,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",12,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",13,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",14,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",15,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",0,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",1,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",2,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",3,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",4,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",5,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",6,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",7,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",8,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",9,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",0,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",1,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",2,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",3,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",4,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",5,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",6,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",7,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",0,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",1,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",2,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",3,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",4,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",5,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",6,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",7,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",8,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",9,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",10,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",11,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",12,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",13,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",14,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",15,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:netherrack",0,"Netherrack","netherrack",""
"chisel:netherrack",1,"Netherrack","netherrack",""
"chisel:netherrack",2,"Netherrack","netherrack",""
"chisel:netherrack",3,"Netherrack","netherrack",""
"chisel:netherrack",4,"Netherrack","netherrack",""
"chisel:netherrack",5,"Netherrack","netherrack",""
"chisel:netherrack",6,"Netherrack","netherrack",""
"chisel:netherrack",7,"Netherrack","netherrack",""
"chisel:netherrack",8,"Netherrack","netherrack",""
"chisel:netherrack",9,"Netherrack","netherrack",""
"chisel:netherrack",10,"Netherrack","netherrack",""
"chisel:netherrack",11,"Netherrack","netherrack",""
"chisel:netherrack",12,"Netherrack","netherrack",""
"chisel:netherrack",13,"Netherrack","netherrack",""
"chisel:obsidian",0,"Obsidian","obsidian",""
"chisel:obsidian",1,"Obsidian","obsidian",""
"chisel:obsidian",2,"Obsidian","obsidian",""
"chisel:obsidian",3,"Obsidian","obsidian",""
"chisel:obsidian",4,"Obsidian","obsidian",""
"chisel:obsidian",5,"Obsidian","obsidian",""
"chisel:obsidian",6,"Obsidian","obsidian",""
"chisel:obsidian",7,"Obsidian","obsidian",""
"chisel:obsidian",8,"Obsidian","obsidian",""
"chisel:obsidian",9,"Obsidian","obsidian",""
"chisel:obsidian",10,"Obsidian","obsidian",""
"chisel:obsidian",11,"Obsidian","obsidian",""
"chisel:obsidian",12,"Obsidian","obsidian",""
"chisel:obsidian",13,"Obsidian","obsidian",""
"chisel:obsidian",14,"Obsidian","obsidian",""
"chisel:planks-acacia",0,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",1,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",2,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",3,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",4,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",5,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",6,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",7,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",8,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",9,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",10,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",11,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",12,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",13,"Acacia Wood Planks","plankWood",""
"chisel:planks-acacia",14,"Acacia Wood Planks","plankWood",""
"chisel:planks-birch",0,"Birch Wood Planks","plankWood",""
"chisel:planks-birch",1,"Birch Wood Planks","plankWood",""
"chisel:planks-birch",2,"Birch Wood Planks","plankWood",""
"chisel:planks-birch",3,"Birch Wood Planks","plankWood",""
"chisel:planks-birch",4,"Birch Wood Planks","plankWood",""
"chisel:planks-birch",5,"Birch Wood Planks","plankWood",""
"chisel:planks-birch",6,"Birch Wood Planks","plankWood",""
"chisel:planks-birch",7,"Birch Wood Planks","plankWood",""
"chisel:planks-birch",8,"Birch Wood Planks","plankWood",""
"chisel:planks-birch",9,"Birch Wood Planks","plankWood",""
"chisel:planks-birch",10,"Birch Wood Planks","plankWood",""
"chisel:planks-birch",11,"Birch Wood Planks","plankWood",""
"chisel:planks-birch",12,"Birch Wood Planks","plankWood",""
"chisel:planks-birch",13,"Birch Wood Planks","plankWood",""
